date	software	job
2006-03-01	sas	0.413223074283998
2006-04-01	sas	0.40267411811344
2006-05-01	sas	0.372465880615945
2006-06-01	sas	0.357552024389522
2006-07-01	sas	0.373774656148292
2006-08-01	sas	0.39047137179533
2006-09-01	sas	0.398582687674715
2006-10-01	sas	0.392804053215718
2006-11-01	sas	0.390874696894305
2006-12-01	sas	0.412126968223918
2007-01-01	sas	0.425949042538497
2007-02-01	sas	0.426951720789749
2007-03-01	sas	0.41326041920057
2007-04-01	sas	0.401134197202734
2007-05-01	sas	0.419244254148519
2007-06-01	sas	0.4240637139082
2007-07-01	sas	0.42292213877426
2007-08-01	sas	0.413535854339636
2007-09-01	sas	0.403966252226822
2007-10-01	sas	0.409207906095957
2007-11-01	sas	0.405121586014237
2007-12-01	sas	0.423856678932119
2008-01-01	sas	0.424404299547335
2008-02-01	sas	0.385405828690661
2008-03-01	sas	0.387508150941458
2008-04-01	sas	0.422777476360592
2008-05-01	sas	0.457628014574943
2008-06-01	sas	0.49948354189459
2008-07-01	sas	0.486778539207289
2008-08-01	sas	0.417616801994761
2008-09-01	sas	0.389122499615718
2008-10-01	sas	0.389461879734738
2008-11-01	sas	0.406700686328645
2008-12-01	sas	0.438898949257631
2009-01-01	sas	0.464417294200729
2009-02-01	sas	0.447282974752346
2009-03-01	sas	0.466011489723519
2009-04-01	sas	0.474127601476401
2009-05-01	sas	0.472412015319533
2009-06-01	sas	0.44305275225877
2009-07-01	sas	0.447961315679043
2009-08-01	sas	0.466592104900114
2009-09-01	sas	0.472092421454556
2009-10-01	sas	0.450474038907745
2009-11-01	sas	0.45513232586959
2009-12-01	sas	0.446891285543166
2010-01-01	sas	0.447225424270387
2010-02-01	sas	0.410452343543964
2010-03-01	sas	0.435622031104556
2010-04-01	sas	0.488778130178815
2010-05-01	sas	0.514085011169761
2010-06-01	sas	0.494224198328132
2010-07-01	sas	0.463233421034966
2010-08-01	sas	0.473491873065034
2010-09-01	sas	0.470750363084283
2010-10-01	sas	0.46836500567631
2010-11-01	sas	0.463624166793622
2010-12-01	sas	0.457507462563554
2011-01-01	sas	0.474568192871071
2011-02-01	sas	0.486166868784282
2011-03-01	sas	0.535992168197768
2011-04-01	sas	0.531880191503189
2011-05-01	sas	0.495015596075945
2011-06-01	sas	0.523345764270786
2011-07-01	sas	0.563522997936219
2011-08-01	sas	0.562579547412301
2011-09-01	sas	0.568326733520501
2011-10-01	sas	0.601169032466856
2011-11-01	sas	0.635915529053986
2011-12-01	sas	0.667061582579214
2012-01-01	sas	0.631940064408827
