	AM-F10-T1	AM-F10-T2	DA-AD-1	DA-AD-2	DA-AD-3	DA-AD-4	ES-AD-1	ES-AD-2	ES-AD-3	ES-AD-4	FR-AD-1	FR-AD-2	FR-AD-3	FR-AD-4	FR-AD-5	FR-AD-6	FR-AD-7	FR-AD-8	IT-AD-1	IT-AD-2	IT-AD-3	IT-AD-4	IT-AD-5	IT-AD-6	JP-AD-1	JP-AD-2	JP-AD-3	JP-AD-4	JP-AD-5	JP-AD-6	JP-AD-7	JP-AD-8	JP-AD-9
Halothermothrix	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00002335	0.00000000	0.00000000	0.00000000	0.00002112	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
Ammonifex	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00002573	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
Caldanaerobacter	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
Moorella	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
Thermoanaerobacter	0.00000611	0.00000000	0.00001167	0.00000000	0.00000000	0.00000000	0.00000000	0.00001209	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00002311	0.00000000	0.00000000	0.00000000	0.00000000	0.00002432	0.00002534	0.00002462	0.00000000	0.00002305	0.00003820	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00004064	0.00000000	0.00000000	0.00000000
Bulleidia	0.00000000	0.00000000	0.00005943	0.00000000	0.00000000	0.00004016	0.00001200	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00001307	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00003895	0.00000000	0.00000000	0.00000000	0.00005655	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
Catenibacterium	0.00005802	0.00002053	0.00140008	0.00011728	0.00021319	0.00522006	0.00000000	0.00156626	0.00001855	0.00010510	0.00002951	0.00009204	0.00008997	0.00006252	0.00007903	0.00417504	0.00017297	0.00011750	0.00000000	0.00002254	0.00003993	0.00003104	0.00280965	0.00009174	0.00001768	0.00572961	0.00009265	0.00003385	0.00019235	0.00003738	0.00000000	0.00001646	0.00042938
Coprobacillus	0.00064307	0.00024469	0.00040383	0.00020926	0.00001135	0.00005057	0.00112131	0.00006256	0.00040748	0.00198459	0.00002042	0.00004328	0.00035773	0.00056560	0.00037406	0.00017179	0.00055446	0.00138126	0.00010464	0.00004752	0.00049380	0.00028733	0.00110355	0.00001529	0.00021598	0.00028154	0.00007653	0.00003605	0.00063912	0.00013868	0.00024986	0.00043365	0.00119429
Erysipelothrix	0.00003259	0.00000000	0.00000000	0.00005176	0.00000000	0.00001648	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
Holdemania	0.00081267	0.00110655	0.00020080	0.00053384	0.00177452	0.00066067	0.00058696	0.00023079	0.00030236	0.00065185	0.00059122	0.00080187	0.00113722	0.00098253	0.00068856	0.00059078	0.00058247	0.00115722	0.00083050	0.00080112	0.00072984	0.00015229	0.00166112	0.00059890	0.00185721	0.00271123	0.00141068	0.00183529	0.00268016	0.00103250	0.00017627	0.00109562	0.00239340
Turicibacter	0.00006679	0.00000000	0.00000952	0.00008587	0.00002892	0.00008687	0.00000000	0.00000986	0.00000000	0.00005003	0.00003558	0.00001921	0.00004246	0.00007539	0.00004949	0.00003596	0.00000000	0.00003751	0.00000000	0.00004077	0.00000000	0.00000000	0.00013603	0.00002766	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00002978	0.00000000
Bacteroides	0.05774625	0.05419578	0.05414964	0.14709760	0.02028051	0.01610950	0.54668312	0.09286852	0.17824694	0.12396549	0.09637892	0.11868019	0.33198288	0.10582637	0.04453432	0.03612382	0.09317979	0.15183519	0.17290091	0.01797328	0.15709261	0.03165512	0.06581650	0.03124568	0.34584542	0.03955521	0.05961692	0.24341582	0.10420532	0.37641590	0.39640911	0.34306012	0.21288424
Porphyromonadaceae	0.00000000	0.00000000	0.00002524	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
Parabacteroides	0.00709511	0.00473679	0.00544593	0.00773108	0.00406879	0.00330585	0.01528305	0.00401453	0.02408696	0.01301853	0.00445809	0.00848581	0.01566106	0.00991110	0.00573934	0.00778956	0.01443772	0.01844073	0.02448562	0.00186866	0.01360481	0.00402671	0.00664902	0.00209524	0.00990354	0.00478261	0.00438324	0.01024103	0.00956187	0.03556584	0.02878070	0.03680637	0.00367886
Porphyromonas	0.00000628	0.00000349	0.00057755	0.00018510	0.00005987	0.00018152	0.00066745	0.00006600	0.00020859	0.00032033	0.00003124	0.00034960	0.00020931	0.00026015	0.00001086	0.00010655	0.00034532	0.00010425	0.00007318	0.00006040	0.00004633	0.00013599	0.00006921	0.00026491	0.00019221	0.00002284	0.00000000	0.00042140	0.00033751	0.00120030	0.00000000	0.00002987	0.00002222
Prevotella	0.00053382	0.00066867	0.24449648	0.00193614	0.00161688	0.06046560	0.00832809	0.33699481	0.23320513	0.00394533	0.00191810	0.00194143	0.00277611	0.00190286	0.07170562	0.09224028	0.00170561	0.00115125	0.00360700	0.00155363	0.00183685	0.35450804	0.00653855	0.08196811	0.00179125	0.00249746	0.01896022	0.00282521	0.00116983	0.00232360	0.00473931	0.00244243	0.00105555
Alistipes	0.00223037	0.00591334	0.03436218	0.03772014	0.05041118	0.00224233	0.00430455	0.00801599	0.00802594	0.09123300	0.04145737	0.01719325	0.04099822	0.02768956	0.00655912	0.00965015	0.04890117	0.01989851	0.03855485	0.03994006	0.07203981	0.00115815	0.01138535	0.02187094	0.01443686	0.01615348	0.00821703	0.00842787	0.00936411	0.02839335	0.00172788	0.00796483	0.00087713
Capnocytophaga	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000451	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
Chryseobacterium	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00001065	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000992	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
Croceibacter	0.00000000	0.00000000	0.00000000	0.00000000	0.00000964	0.00000483	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
Zunongwangia	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
Cytophaga	0.00000000	0.00000000	0.00000000	0.00000000	0.00001927	0.00000000	0.00000000	0.00000000	0.00000671	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
Dyadobacter	0.00000000	0.00000000	0.00000000	0.00000428	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
Bacillales	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000873	0.00000000	0.00000000	0.00000000	0.00001645	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000805	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
Pedobacter	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
Sphingobacterium	0.00000000	0.00000000	0.00000000	0.00000000	0.00000272	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00002030	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00015284	0.00000000	0.00000000	0.00002707	0.00001534	0.00000000	0.00000000	0.00000000	0.00000000	0.00037507	0.00000000	0.00000000
Alicyclobacillus	0.00000000	0.00000000	0.00000000	0.00002965	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
Actinomycetales	0.00000559	0.00000000	0.00000000	0.00000000	0.00001130	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00002107	0.00000000	0.00000000	0.00013947	0.00000000	0.00000000	0.00000000	0.00002174	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
Actinomyces	0.00006428	0.00011630	0.00001156	0.00009909	0.00025981	0.00003554	0.00029618	0.00003635	0.00009857	0.00010991	0.00034857	0.00004691	0.00020809	0.00085006	0.00004007	0.00056125	0.00022955	0.00004591	0.00034845	0.00073681	0.00012114	0.00176636	0.00115388	0.00053176	0.00084204	0.00062903	0.00159887	0.00015058	0.00049292	0.00000000	0.00008885	0.00000000	0.00000000
Mobiluncus	0.00000862	0.00000319	0.00000000	0.00001217	0.00004644	0.00001550	0.00002965	0.00000594	0.00004257	0.00002518	0.00001881	0.00002314	0.00002557	0.00000757	0.00000662	0.00000000	0.00001771	0.00004517	0.00000000	0.00000000	0.00000000	0.00000000	0.00002234	0.00004441	0.00007854	0.00003273	0.00003364	0.00000000	0.00000000	0.00000000	0.00000000	0.00001626	0.00001256
Corynebacterium	0.00005830	0.00036737	0.00000839	0.00001656	0.00000000	0.00001134	0.00001298	0.00000796	0.00001810	0.00001028	0.00003477	0.00026998	0.00000831	0.00001199	0.00001857	0.00009813	0.00002113	0.00002938	0.00009583	0.00002470	0.00004532	0.00002497	0.00000545	0.00001804	0.00001879	0.00001129	0.00000000	0.00005388	0.00000000	0.00005372	0.00000000	0.00000000	0.00000000
Gordonia	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
Nocardia	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000473	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
Anoxybacillus	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00002003	0.00000000	0.00000000	0.00000000	0.00001038	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
Rhodococcus	0.00000000	0.00000000	0.00001756	0.00000000	0.00002215	0.00003589	0.00001569	0.00000000	0.00000000	0.00000000	0.00001668	0.00000000	0.00000000	0.00000913	0.00003738	0.00002501	0.00000000	0.00000000	0.00002759	0.00000000	0.00013516	0.00000000	0.00000841	0.00000836	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
Bacillus	0.00001780	0.00000000	0.00000669	0.00002281	0.00000000	0.00001417	0.00000000	0.00000553	0.00000353	0.00000000	0.00000000	0.00000000	0.00002830	0.00000000	0.00001808	0.00000000	0.00000000	0.00000000	0.00000000	0.00004559	0.00000000	0.00000000	0.00000650	0.00000000	0.00000000	0.00001537	0.00000000	0.00002145	0.00006402	0.00000000	0.00000000	0.00000000	0.00000000
Stackebrandtia	0.00000000	0.00000000	0.00000411	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
Brevibacterium	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00002051	0.00006644	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
Exiguobacterium	0.00000464	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00001891	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00001204	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
Kytococcus	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00001955	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
Geobacillus	0.00000000	0.00000000	0.00000000	0.00002584	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00001340	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00001506	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
Micrococcus	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000781	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
Rothia	0.00000000	0.00000000	0.00000000	0.00001196	0.00000000	0.00003792	0.00000000	0.00000000	0.00000000	0.00000000	0.00002320	0.00010043	0.00000000	0.00002458	0.00000000	0.00014600	0.00002453	0.00000000	0.00005196	0.00002542	0.00002576	0.00014696	0.00009695	0.00004820	0.00000000	0.00008892	0.00253930	0.00000000	0.00073310	0.00008856	0.00000000	0.00000000	0.00000000
Xylanimonas	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00001565	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
Oceanobacillus	0.00000000	0.00000000	0.00000000	0.00002466	0.00000000	0.00000785	0.00000000	0.00000000	0.00000000	0.00000000	0.00001447	0.00000000	0.00000000	0.00001533	0.00002684	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
Propionibacterium	0.00002242	0.00000313	0.00000000	0.00003202	0.00001136	0.00000000	0.00002704	0.00000000	0.00000000	0.00020171	0.00022294	0.00017562	0.00000000	0.00000000	0.00001963	0.00000000	0.00004332	0.00000000	0.00001947	0.00000000	0.00000000	0.00001384	0.00002182	0.00002150	0.00001259	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00013140	0.00000000
Saccharopolyspora	0.00000000	0.00000000	0.00000000	0.00000000	0.00000347	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
Streptomyces	0.00000000	0.00000000	0.00000000	0.00000000	0.00000305	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
Bifidobacterium	0.05532359	0.20264694	0.00054682	0.01654659	0.02735906	0.00471241	0.02639258	0.01060375	0.00359654	0.01517927	0.05138744	0.02743193	0.00620278	0.02373073	0.11384989	0.00858179	0.00037547	0.00348637	0.06116476	0.09065599	0.05729599	0.03761135	0.04251448	0.05768629	0.02087656	0.04955604	0.04409838	0.11811154	0.09008786	0.05905813	0.01363817	0.04136063	0.01536003
Gardnerella	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00002723	0.00000000	0.00000000	0.00001523	0.00000000	0.00001754	0.00000000	0.00000000	0.00000000	0.00001642	0.00000000	0.00001141	0.00000000	0.00000000	0.00000000	0.00001709	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00002795	0.00000000	0.00000000	0.00000000	0.00000000	0.00005443
Parascardovia	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00002770	0.00000000	0.00000000	0.00000000	0.00000000	0.00005599	0.00000000	0.00000000	0.00006177	0.00009521	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00004514	0.00000000	0.00000000	0.00000000	0.00000000
Scardovia	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00016192	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00006129	0.00003037	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
Atopobium	0.00000000	0.00002042	0.00001822	0.00008716	0.00000000	0.00002462	0.00004581	0.00001015	0.00000000	0.00003731	0.00013615	0.00000000	0.00004061	0.00003606	0.00000000	0.00003266	0.00003591	0.00001286	0.00000000	0.00003900	0.00000000	0.00003581	0.00003549	0.00000000	0.00000000	0.00004936	0.00005748	0.00000000	0.00010532	0.00000000	0.00000000	0.00003063	0.00009590
Collinsella	0.00005583	0.03577404	0.00143849	0.00501031	0.00631471	0.00354644	0.01480358	0.00067503	0.01624345	0.00013903	0.01895055	0.00163330	0.00398751	0.00260428	0.01554794	0.02723139	0.00028904	0.04264861	0.00004734	0.01821623	0.02912533	0.04899352	0.02224194	0.07260863	0.00000000	0.01058154	0.01087245	0.01266667	0.02177568	0.00749000	0.00195576	0.03387083	0.00137898
Cryptobacterium	0.00000000	0.00000000	0.00000000	0.00000922	0.00000000	0.00000000	0.00000000	0.00000000	0.00001838	0.00000000	0.00000000	0.00000000	0.00000000	0.00003441	0.00003012	0.00000000	0.00001714	0.00003424	0.00000000	0.00000000	0.00003596	0.00006835	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
Eggerthella	0.00160600	0.00132109	0.00006194	0.00022179	0.00026131	0.00007194	0.00196994	0.00004009	0.00027555	0.00120415	0.00065825	0.00021869	0.00009494	0.00015581	0.00018779	0.00031680	0.00079504	0.00040920	0.02792088	0.00442005	0.00082497	0.00034501	0.00084463	0.00030737	0.00066309	0.00023205	0.00010221	0.00008297	0.00144609	0.00373417	0.00022309	0.00147885	0.00044209
Gordonibacter	0.00029680	0.00048639	0.00013250	0.00026877	0.00019335	0.00010534	0.00037460	0.00004036	0.00084318	0.00077813	0.00226230	0.00023195	0.00095289	0.00032400	0.00038035	0.00026495	0.00025356	0.00127934	0.00036807	0.00296742	0.00043810	0.00047758	0.00095660	0.00078994	0.00013089	0.00024474	0.00007622	0.00007100	0.00014242	0.00020757	0.00000000	0.00019498	0.00001272
Slackia	0.00000000	0.00002480	0.00004007	0.00005693	0.00006915	0.00001351	0.00000000	0.00000920	0.00000939	0.00001245	0.00017905	0.00000000	0.00001981	0.00002638	0.00001539	0.00016007	0.00001752	0.00002625	0.00008385	0.00003338	0.00002776	0.00008186	0.00008383	0.00016133	0.00002984	0.00002536	0.00000000	0.00000000	0.00004510	0.00000000	0.00000000	0.00000000	0.00000000
